review_id,product_id,customer_id,rating,review_text,created_at
64,98,8a210310-635b-4cda-9c52-fd4d0d8d4800,5,Amazing fast recommend recommend great fast fast excellent great.,2025-10-09T23:28:46.568869
65,159,16e07ba5-6ccb-478d-86e9-0d74f0d94f64,4,Excellent excellent great quality love.,2025-02-08T23:28:46.568876
66,78,12a37567-106c-456b-93f0-277a94650f07,5,Amazing fast fast nice great love nice great nice good quality love love.,2024-04-21T23:28:46.568884
67,195,647c94f8-aa5b-40e3-bd4c-0e6ff04b4c41,3,Fast nice good good great love excellent good excellent excellent recommend nice good.,2024-09-10T23:28:46.568892
68,78,610291c4-5a4b-4063-a406-5794844c3825,4,Great excellent love great amazing great.,2025-11-01T23:28:46.568904
69,10,8a210310-635b-4cda-9c52-fd4d0d8d4800,5,Great recommend fast great amazing fast amazing fast quality great.,2024-11-09T23:28:46.568911
70,58,f4ea8e59-1c26-4f72-8d27-16724168d5c9,1,Great love nice great great.,2025-03-09T23:28:46.568921
71,121,8c404f79-fdf5-48c3-950c-fc7ac1f00eb8,1,Great love nice great quality.,2025-10-09T23:28:46.568929
72,153,f9bc77a6-4187-4f5c-a18c-1eb1770268de,5,Good fast nice quality love great amazing good.,2025-07-14T23:28:46.568936
73,134,f7360ad0-aa55-42f3-b0b5-33e4dbfb4993,5,Quality fast recommend great good fast recommend love great excellent excellent great recommend.,2025-03-28T23:28:46.568944
74,131,72bc0425-8d26-44f7-b8dd-0e77a30294df,2,Good good nice great amazing good nice quality good.,2025-10-27T23:28:46.568951
75,83,1873ef1f-17f6-4544-a504-f55c76015b1c,5,Fast love good nice good good nice amazing great recommend love great love fast quality great recommend good recommend.,2024-11-11T23:28:46.568960
76,83,dc667180-167c-4d8a-a5f6-53be272c787b,5,Great great nice great recommend love recommend great fast love amazing quality excellent nice love amazing love.,2024-09-01T23:28:46.568970
77,19,04e40d29-22ea-4974-a632-6b5ad826503e,4,Love recommend recommend love excellent love great quality amazing nice recommend.,2024-04-14T23:28:46.568977
78,50,b0259969-01af-4eb1-8c2d-508b126dbd18,5,Nice nice great excellent great nice quality love fast recommend recommend amazing recommend nice.,2025-04-25T23:28:46.568986
79,39,7446d724-2c50-4420-bc61-ae3ffb5c38b0,5,Love excellent recommend great good excellent recommend amazing excellent good quality great great.,2025-05-27T23:28:46.568994
80,156,6d721994-a384-4a35-b391-d7a73b292120,3,Fast amazing excellent fast quality great great love amazing.,2025-01-19T23:28:46.569002
81,128,afce5f6d-a9aa-4aa7-aeaf-6d3528da228e,5,Nice great love quality nice great excellent amazing.,2025-11-11T23:28:46.569009
82,165,657efd70-49f6-4b02-b8f8-2513e386ad61,1,Amazing quality nice fast good love recommend.,2024-03-28T23:28:46.569016
83,178,d0ea5d6b-e0a9-46c5-b449-3a12278a3926,4,Quality nice amazing love quality excellent recommend recommend recommend fast love love excellent excellent great recommend fast recommend love.,2025-04-03T23:28:46.569025
84,145,2b4b7e04-9584-4bfc-b8aa-f55ac1dac253,5,Quality excellent love recommend love great great nice.,2024-10-31T23:28:46.569032
85,49,139f813c-281a-4256-80a7-e2f7340fb037,4,Good great nice fast nice great good quality excellent amazing love amazing nice nice.,2025-01-27T23:28:46.569040
86,76,cef7229a-e102-4354-8f49-1cb1e93aae1f,5,Amazing good great great good fast quality fast quality love great love recommend nice love nice quality.,2025-11-12T23:28:46.569048
87,10,33ef122c-dc4a-466c-827f-74ae981520ad,5,Love great excellent excellent good excellent recommend nice good excellent recommend excellent recommend great excellent good.,2025-08-09T23:28:46.569056
88,157,c0ca2b00-62d8-4d78-8315-d37b23892149,4,Great good amazing great good nice excellent nice excellent fast amazing fast great nice good.,2025-02-16T23:28:46.569064
89,99,f4ea8e59-1c26-4f72-8d27-16724168d5c9,5,Good excellent good great great fast recommend.,2025-04-22T23:28:46.569071
90,95,f08ebb18-700f-438b-a010-8c06e0c34523,3,Great great great recommend recommend quality great quality amazing excellent recommend quality quality recommend excellent amazing great fast.,2025-05-16T23:28:46.569079
91,184,c9a38f05-e17c-4b86-a7d3-2437f1fbee71,4,Fast excellent fast great nice excellent great love quality nice good quality.,2024-06-28T23:28:46.569087
92,10,30294967-4d2d-4583-b76e-e9a0ca7f263c,5,Great recommend love good excellent great quality fast quality good love great amazing amazing fast recommend recommend fast.,2025-06-10T23:28:46.569095
93,87,8fc84d76-6b50-4da6-816f-447eff36e012,1,Fast amazing love love fast fast excellent love great good great good great amazing recommend fast excellent nice recommend.,2025-06-17T23:28:46.569103
94,95,14ac2258-5573-4cb8-97f4-6109cdecaf3b,5,Fast excellent excellent amazing quality amazing good great great fast amazing excellent quality.,2024-11-14T23:28:46.569111
95,11,e5b70b91-5f59-4e5d-9e6c-b11603ccfe91,5,Great amazing quality fast nice great good quality nice quality.,2024-05-03T23:28:46.569118
96,107,5b7769bb-a40a-4f67-80f5-f6ca39c45dec,4,Excellent fast amazing excellent amazing nice excellent fast love good great love nice amazing great amazing excellent quality amazing.,2025-08-05T23:28:46.569129
97,78,ac80daad-d94b-4d46-a8d9-141604a1d87c,5,Fast amazing good quality great quality excellent great quality great.,2024-05-22T23:28:46.569138
98,32,441c9e8b-0d85-41c6-bbb0-7b6d34afaaeb,3,Love great quality fast amazing recommend good great quality great love fast.,2025-09-24T23:28:46.569146
99,30,defd9511-40a0-4031-a135-1fc7175cd0d1,3,Recommend good recommend love good great.,2024-06-23T23:28:46.569152
100,78,534917bc-103f-48b0-9a57-3557b4214c05,3,Great quality fast quality fast good recommend amazing quality recommend recommend quality excellent nice excellent recommend love love.,2024-11-05T23:28:46.569161
101,148,d0769283-8831-42b0-a297-f012a2904f95,5,Recommend amazing amazing good good love good love fast amazing quality.,2024-07-19T23:28:46.569168
102,193,fc154d36-1814-4b0d-b7db-7f8a5d54142c,4,Quality love recommend great great quality.,2025-07-23T23:28:46.569175
103,142,00320175-ef5b-4888-b8fb-d6181ad2b797,5,Quality fast nice recommend excellent love good good amazing excellent love.,2024-09-10T23:28:46.569182
104,157,0f8f6272-5d54-47da-a07a-ad97cefd34b3,2,Good excellent great quality love.,2024-11-18T23:28:46.569189
105,117,0f2053a6-0b97-4462-82ea-fbfea659ed59,5,Nice quality excellent fast good fast recommend good fast amazing.,2025-10-06T23:28:46.569197
106,188,eb79bcaf-2333-45e9-9cf5-7155809cc8f7,4,Love fast excellent nice great fast quality amazing amazing quality excellent fast recommend amazing quality fast good.,2024-12-19T23:28:46.569205
107,147,0b888973-2821-4bd8-87f8-92a358bad179,5,Recommend fast amazing great recommend good amazing recommend recommend nice quality recommend good fast quality quality nice fast.,2024-04-01T23:28:46.569213
108,193,08306c9f-841b-4afe-aeff-42b22b575bf4,4,Love good great recommend quality nice fast fast excellent excellent good amazing great love.,2024-11-05T23:28:46.569220
109,107,c7a8a79b-b845-4e1b-b725-836b26269706,4,Quality excellent quality recommend fast excellent love great excellent fast fast excellent love excellent recommend love fast.,2024-03-24T23:28:46.569228
110,32,35130164-0c21-40b4-a880-f92632f0c47b,5,Love excellent quality fast good quality recommend recommend excellent great excellent amazing.,2024-04-16T23:28:46.569236
111,4,75db391f-8f7c-4a34-8486-25e3cc4f9345,5,Excellent amazing recommend great quality nice good quality great excellent excellent quality fast amazing excellent quality.,2024-07-22T23:28:46.569244
112,184,e50ab504-38b4-4840-b3a0-76dacdefea91,5,Great love great love good amazing excellent nice love nice excellent nice great great excellent recommend love quality fast.,2025-01-14T23:28:46.569252
113,177,344244da-a713-493b-a92c-078f4a295e83,4,Quality quality amazing good good excellent quality quality amazing good love love fast recommend love.,2024-09-01T23:28:46.569260
114,136,b120a4f7-219c-4621-b679-55e1964f0be9,5,Quality good recommend fast quality recommend good love recommend love quality amazing good recommend amazing love love.,2025-09-21T23:28:46.569268
115,139,991e9b74-c88c-47c6-8cb5-0f7731f58c33,4,Love recommend recommend nice excellent great amazing amazing excellent great fast quality recommend.,2025-06-18T23:28:46.569278
116,195,37eb4bf5-0a87-420d-8679-bacd737ec08a,4,Recommend excellent fast amazing excellent great good.,2024-12-19T23:28:46.569285
117,168,16e07ba5-6ccb-478d-86e9-0d74f0d94f64,5,Love fast love amazing excellent amazing great quality great fast love good good good amazing fast love good great good.,2025-06-16T23:28:46.569293
118,54,3ffbd932-9afe-4f1b-9cf9-0a9ce578d356,5,Fast fast nice love nice recommend great.,2025-05-29T23:28:46.569301
119,147,fc154d36-1814-4b0d-b7db-7f8a5d54142c,5,Good excellent love nice excellent amazing recommend fast recommend great nice fast good recommend quality recommend.,2024-04-10T23:28:46.569309
120,107,80d0a8d6-21f7-41ea-9895-ce89dc2bc276,5,Good amazing love great amazing great great love fast great good recommend amazing.,2025-04-29T23:28:46.569317
121,185,3b075609-45b4-40fc-9b94-cb2363d76196,5,Quality recommend excellent good good fast good recommend amazing excellent good fast good excellent amazing.,2025-03-11T23:28:46.569330
122,69,441c9e8b-0d85-41c6-bbb0-7b6d34afaaeb,4,Quality quality excellent great fast nice.,2024-04-29T23:28:46.569340
123,39,610291c4-5a4b-4063-a406-5794844c3825,4,Quality excellent love good quality good fast good nice fast good nice.,2025-01-12T23:28:46.569351
124,80,c739bcb9-82af-4b82-964d-9d477431a409,5,Quality love nice fast love good nice amazing good love nice nice amazing love great fast amazing fast.,2024-09-11T23:28:46.569364
125,169,06a7caa4-180c-45b0-9ec7-976f7b6439d3,3,Good love nice recommend nice.,2025-05-22T23:28:46.569375
126,41,76176723-d9b4-466a-b06f-453e68bda572,5,Recommend quality recommend fast excellent great excellent.,2024-04-06T23:28:46.569385
127,70,5a7fa3e3-1e96-4c57-a95f-556d87a2b3d8,5,Amazing good good great good amazing great fast recommend fast.,2024-11-26T23:28:46.569397
128,115,981db264-5c9e-46b2-8674-c5db5a9d1c9a,4,Recommend excellent fast quality great fast nice fast fast excellent fast nice.,2025-03-07T23:28:46.569410
129,38,34149837-aa6a-4563-9cdd-912cd455556d,5,Amazing good amazing great love amazing quality love nice good fast fast.,2025-02-10T23:28:46.569417
130,179,ec48ab59-dbc8-4c7c-8f24-17c16dde2025,2,Amazing amazing nice excellent fast nice.,2025-06-29T23:28:46.569425
131,147,58958151-d4e7-4c18-9d76-f6284f3a9c92,5,Amazing great love nice excellent great great good quality excellent great good love nice fast nice good love quality great.,2024-10-28T23:28:46.569433
132,53,00bf1833-0cb2-40ff-8430-0d94c8c89dbd,4,Fast excellent excellent quality love recommend excellent great recommend quality recommend amazing love quality great nice good quality.,2024-05-17T23:28:46.569441
133,167,60e42f73-93d2-41dd-a937-555200ee3a07,2,Great good great amazing excellent excellent great great good quality great nice excellent.,2025-09-24T23:28:46.569469
134,36,0681fdd5-52d1-49c7-b5c6-2282ea56db87,4,Nice excellent nice good quality excellent good recommend love excellent fast nice quality quality love great good recommend great.,2024-05-07T23:28:46.569478
135,54,b75fb6fc-d2d5-45c3-93cc-b7d28a056d5c,5,Nice fast good good excellent good nice nice amazing amazing nice great amazing quality nice recommend excellent fast amazing love.,2024-11-11T23:28:46.569489
136,103,26397945-9b25-4cbe-b701-52432f35ec94,5,Recommend excellent amazing fast good fast great love amazing good.,2024-03-25T23:28:46.569496
137,72,93d4fb8f-b85c-4708-85c2-d1338e5caa65,5,Fast nice excellent amazing fast amazing love good fast great great.,2025-05-10T23:28:46.569504
138,29,eb2ffdf0-1af4-434a-a8eb-bf396dbf7d84,3,Good fast excellent good amazing nice excellent good great fast good good recommend great nice good great.,2025-10-31T23:28:46.569512
139,18,2a4bb1c4-ee0c-4e4a-a047-dc486e8a0482,5,Great amazing great recommend recommend fast great nice amazing good love excellent great quality nice great quality nice excellent.,2025-04-22T23:28:46.569520
140,113,732001b8-b2a1-4dd7-9311-6949a7fadc06,5,Excellent love great nice amazing great great recommend recommend good.,2024-07-04T23:28:46.569528
141,26,27043aa7-c897-4521-b925-903465147c43,5,Great quality amazing fast love amazing good excellent quality quality amazing great excellent love good amazing love.,2024-09-04T23:28:46.569536
142,33,1a08ac13-9a61-4ad3-a1b4-ff119ddfd3dd,4,Recommend fast fast good nice fast excellent quality recommend excellent recommend.,2025-08-04T23:28:46.569543
143,151,6e142859-2fc2-4c48-b5de-e62f82ddbbcd,5,Good quality love love nice amazing amazing recommend recommend quality amazing quality fast nice.,2025-05-13T23:28:46.569551
144,41,cebc80e7-c2b5-4e96-ad70-822c176dd1e2,2,Love fast great love great great fast.,2024-04-14T23:28:46.569558
145,17,7122c1f8-f3ec-46b8-b2bd-8bbc06ecfb16,5,Great good nice love excellent excellent quality good excellent amazing.,2024-12-05T23:28:46.569565
146,58,0f2053a6-0b97-4462-82ea-fbfea659ed59,3,Love quality great amazing excellent love quality amazing quality amazing nice excellent love.,2025-04-25T23:28:46.569572
147,36,2b4b7e04-9584-4bfc-b8aa-f55ac1dac253,3,Great great recommend nice excellent fast nice excellent quality excellent great quality excellent.,2025-10-28T23:28:46.569580
148,70,2593b9a3-286f-4dfc-b08c-81d2dc62e173,3,Love excellent amazing excellent fast nice quality excellent love recommend love excellent love amazing amazing love love nice fast fast.,2025-02-24T23:28:46.569588
149,18,8cb8d365-962f-428a-a0a6-9f59845b89df,5,Quality amazing recommend recommend fast amazing excellent quality love fast quality nice recommend good love quality nice.,2025-07-24T23:28:46.569597
150,148,8a0cfaf5-09d1-4f0c-b410-34cb86373a3c,4,Great love fast nice great recommend amazing quality amazing amazing great quality amazing recommend nice.,2025-03-07T23:28:46.569605
151,37,a8631834-2865-44dc-9b0d-986fb7ae256c,5,Nice great amazing quality fast good recommend good good amazing fast recommend nice quality nice quality love nice amazing.,2025-04-04T23:28:46.569614
152,93,3a68327d-5722-4fd1-998b-a75c10877779,5,Amazing quality nice good quality good.,2024-06-04T23:28:46.569620
153,93,cf2e5f3d-880e-4cde-9e7a-70c89b693c45,4,Great fast fast nice fast fast nice nice good good love excellent fast amazing quality great fast.,2024-08-17T23:28:46.569628
154,150,9bdaec5b-7d57-40f6-913d-2b3184b088a0,5,Fast quality amazing good recommend quality fast love recommend nice.,2025-05-16T23:28:46.569638
155,189,ff3ffaad-b624-442a-812d-ecb46540aa7f,5,Love nice amazing excellent fast good fast love love recommend.,2025-11-07T23:28:46.569645
156,178,c1bd0e2f-7cca-47ea-ba1f-3f3110f343be,3,Nice good nice good good quality love recommend excellent fast quality excellent excellent quality.,2025-10-25T23:28:46.569653
157,50,e983c879-e3b0-4ba7-8f26-c417cddd4d3e,5,Love recommend nice great amazing love good amazing recommend love recommend excellent nice love quality nice excellent great.,2025-06-16T23:28:46.569661
158,45,1ac8a282-0f6e-45e1-ae2a-a957e23584c2,3,Amazing love recommend amazing amazing nice nice quality.,2024-11-27T23:28:46.569669
159,20,657efd70-49f6-4b02-b8f8-2513e386ad61,2,Great nice excellent quality recommend nice.,2024-06-08T23:28:46.569676
160,179,139f813c-281a-4256-80a7-e2f7340fb037,5,Quality good great nice good nice great fast good love love love recommend recommend great good good good recommend.,2024-04-29T23:28:46.569684
161,146,e87b2b20-4536-47ee-a024-71f246b0d9ce,2,Fast fast excellent recommend nice great good love nice amazing nice nice love excellent.,2025-08-28T23:28:46.569692
162,5,dc667180-167c-4d8a-a5f6-53be272c787b,5,Quality fast amazing great fast amazing good nice.,2024-05-19T23:28:46.569699
163,121,ae8f4e8c-cb88-4a98-bbff-b2aedf05ebc5,5,Love nice fast recommend amazing quality fast excellent.,2025-04-04T23:28:46.569706
164,39,62b4fce0-6b15-4b0e-99cc-949b67b952fb,5,Nice amazing love fast love great good quality excellent nice.,2025-06-20T23:28:46.569713
165,144,34149837-aa6a-4563-9cdd-912cd455556d,4,Good nice nice recommend good excellent amazing great love excellent love fast recommend great nice nice.,2024-08-11T23:28:46.569721
166,186,dda418c7-eff0-478a-bbc1-32b6b1066b68,2,Excellent excellent fast recommend excellent amazing excellent quality excellent quality quality fast fast fast.,2025-02-01T23:28:46.569730
167,137,0390a3e8-3607-4cbe-b222-67321e5662b5,2,Fast recommend love good fast nice recommend excellent amazing recommend amazing good good.,2025-07-06T23:28:46.569738
168,53,c739bcb9-82af-4b82-964d-9d477431a409,5,Fast nice nice love excellent great amazing excellent fast recommend fast nice good quality recommend good love.,2025-05-09T23:28:46.569746
169,175,93539aa3-f7d5-41ec-ab2d-39cf666a424f,4,Great amazing great love recommend nice good recommend amazing.,2025-06-08T23:28:46.569753
170,107,0066a49b-c8f1-472f-98de-74abb463f2ab,5,Fast amazing love quality love good recommend amazing excellent excellent love great recommend fast recommend fast great good love good.,2025-08-19T23:28:46.569762
171,63,5df73a88-a3f6-46f3-a7f1-21f7a26bc972,4,Great great excellent nice nice.,2024-07-24T23:28:46.569769
172,141,317efc6c-be58-4041-82bc-f101d37ffefe,3,Recommend excellent nice excellent great excellent recommend.,2025-09-02T23:28:46.569776
173,92,0bd3e7a5-8767-4c2c-97a7-854fab606730,5,Love nice excellent recommend fast love great nice amazing excellent quality.,2025-01-13T23:28:46.569784
174,187,6d721994-a384-4a35-b391-d7a73b292120,3,Excellent great nice quality good love excellent fast great.,2024-07-05T23:28:46.569793
175,99,c739bcb9-82af-4b82-964d-9d477431a409,4,Nice excellent recommend amazing recommend nice recommend quality.,2025-10-10T23:28:46.569800
176,192,a828ad7e-f481-43e0-9da6-eb45aee4dbf8,4,Great nice excellent recommend love.,2024-09-21T23:28:46.569807
177,139,bf314552-2d60-453e-bba5-49d0fbd27c6b,2,Nice recommend good quality recommend nice quality fast great excellent recommend love good good excellent great good nice.,2024-12-25T23:28:46.569815
178,128,b408cf6f-b60d-4480-996f-2005f0ef22e5,5,Love good good love recommend great amazing quality quality good great quality fast quality nice quality nice love good love.,2025-05-03T23:28:46.569824
179,144,dfd2b51f-2089-4712-8af4-90020da27fa9,5,Fast excellent fast excellent nice fast love great quality love fast quality excellent great.,2025-11-08T23:28:46.569832
180,142,ac79849a-2e8e-4bc8-bb7f-8bad362b0279,5,Fast nice recommend quality fast recommend great.,2025-03-14T23:28:46.569839
