order_id,customer_id,order_date,status,total_amount,shipping_country
49,0c3cea17-fdb4-49f2-b1bf-89bc5d038aca,2025-07-14T23:28:46.436872,paid,938.38,UK
50,8fe62118-1cc0-4a7c-94f5-cfd80870fd6d,2025-10-01T23:28:46.436903,paid,1523.44,UK
51,0681fdd5-52d1-49c7-b5c6-2282ea56db87,2024-03-13T23:28:46.436941,paid,3670.17,Australia
52,d5a76ec5-b5e9-4742-bbe4-2e33cdaeb49c,2025-06-05T23:28:46.436971,paid,9732.34,Australia
53,5be015b1-fe1f-4b8f-a9b4-fd2e34241130,2024-02-12T23:28:46.436998,paid,3539.75,UK
54,5728ff97-2aa0-4c70-a3e8-0c6e8415d979,2025-06-09T23:28:46.437026,shipped,3385.94,USA
55,e4cd5aa5-e44f-4e4d-8c59-9ebd849122b0,2024-07-02T23:28:46.437056,paid,756.40,Canada
56,e419ae6f-cc9f-4ea7-8d5e-28ada22bf39d,2024-08-21T23:28:46.437084,shipped,5476.20,Australia
57,0681fdd5-52d1-49c7-b5c6-2282ea56db87,2024-10-23T23:28:46.437112,paid,5517.90,Australia
58,91df2a41-a2c5-4185-8482-66836f50cc2b,2025-10-04T23:28:46.437140,paid,3125.44,Germany
59,fceb5005-c2ec-4588-a10a-3fc591d1ba4b,2025-01-16T23:28:46.437168,paid,10701.19,France
60,d0769283-8831-42b0-a297-f012a2904f95,2024-04-12T23:28:46.437205,paid,2283.25,India
61,6c9649ff-79e3-47ab-b9fa-494e3d13ce72,2024-07-22T23:28:46.437234,paid,4259.16,France
62,ce22ca14-947f-4853-88be-0bf2b11bd310,2024-05-19T23:28:46.437262,paid,753.59,Japan
63,1873ef1f-17f6-4544-a504-f55c76015b1c,2025-02-17T23:28:46.437290,paid,6641.44,Germany
64,a8ce7d8d-05af-41a3-9828-3d8e68745b56,2024-01-30T23:28:46.437318,paid,10906.40,Australia
65,9145c454-6ac2-4907-86a7-44f3dcae33e7,2025-10-25T23:28:46.437358,paid,1941.09,Canada
66,eb2ffdf0-1af4-434a-a8eb-bf396dbf7d84,2024-02-17T23:28:46.437399,paid,8564.94,Australia
67,3706b05a-ea9a-4a28-8866-e006097f0b7e,2024-05-11T23:28:46.437427,shipped,5095.14,Canada
68,ad42b034-72c6-42c3-b099-324d0488666b,2023-12-15T23:28:46.437454,paid,5484.24,UK
69,404de692-7a14-4885-aebd-1aa0522e5127,2025-01-28T23:28:46.437490,paid,3743.62,Germany
70,b269f4bb-9b7a-4de9-b483-6e0dac0b41b3,2025-08-07T23:28:46.437520,paid,3455.20,Australia
71,de53aefd-d30b-4c67-ad86-e98a67653d7e,2025-07-04T23:28:46.437551,paid,8753.38,Canada
72,06a7caa4-180c-45b0-9ec7-976f7b6439d3,2025-07-27T23:28:46.437579,paid,2008.43,Australia
73,3fc740ad-f65d-415d-9504-9643fdfaa10f,2024-04-08T23:28:46.437607,paid,3328.62,Japan
74,d888cab3-be69-4feb-b2ea-a9923c90fcc4,2024-06-30T23:28:46.437635,paid,4860.21,France
75,5c38e2b1-665a-4124-bbe6-51ede408e536,2024-11-03T23:28:46.437664,paid,955.88,France
76,80d4b519-e168-4fc0-b2dc-2388ed549b11,2025-04-14T23:28:46.437692,shipped,3562.63,Germany
77,a4e91736-8e17-494c-bb57-6ff627f25d3e,2024-01-29T23:28:46.437721,paid,5072.24,Germany
78,5df73a88-a3f6-46f3-a7f1-21f7a26bc972,2024-11-01T23:28:46.437752,shipped,2239.43,Japan
79,d0ea5d6b-e0a9-46c5-b449-3a12278a3926,2024-02-21T23:28:46.437801,paid,5441.36,USA
80,981db264-5c9e-46b2-8674-c5db5a9d1c9a,2025-09-02T23:28:46.437830,shipped,7885.70,Canada
81,7f6a531a-b5b3-4da1-9ad8-c2497484712d,2025-04-06T23:28:46.437858,returned,626.01,Australia
82,94bf2a43-a8c1-4df3-8a48-e3bb97fb5313,2025-03-22T23:28:46.437885,paid,337.53,Germany
83,19264222-e276-4a00-904f-c166efdbb176,2024-05-24T23:28:46.437913,shipped,3435.32,Germany
84,3207f4b0-d83c-450b-b03c-938d421723e9,2024-04-21T23:28:46.437941,paid,8416.12,Australia
85,efe45784-9694-4297-aa36-1b33aff2f12d,2024-01-30T23:28:46.437968,paid,8022.29,Japan
86,cb3c958c-6f88-4648-8a9c-611a13f418c7,2024-01-02T23:28:46.437996,paid,1310.12,Japan
87,b740a0a9-2053-4f98-b7a6-d0ccd59e3a57,2025-05-13T23:28:46.438025,paid,8003.59,Japan
88,d888cab3-be69-4feb-b2ea-a9923c90fcc4,2025-06-05T23:28:46.438052,paid,1539.94,France
89,409ec63d-7503-4e5c-839d-c43b02e57c5c,2024-11-18T23:28:46.438080,cancelled,3586.62,India
90,cd6378d0-b396-4103-bc7e-e2b534b1428f,2024-10-29T23:28:46.438108,paid,7123.81,UK
91,a09e5ecb-6d6f-420d-9495-9fff5fbfd9f3,2024-12-17T23:28:46.438135,paid,3396.89,Japan
92,0c99da0b-c6c4-451f-8444-089c4814d157,2024-04-29T23:28:46.438162,cancelled,5766.54,Germany
93,bf591dff-5a12-4bf1-85e0-4cdc69f61a36,2024-08-07T23:28:46.438191,paid,2357.07,USA
94,a8ce7d8d-05af-41a3-9828-3d8e68745b56,2025-10-09T23:28:46.438221,returned,14495.84,Australia
95,d480095c-44ea-490f-a00c-c32104de7c70,2025-06-28T23:28:46.438249,returned,3452.23,Japan
96,151d17d6-d055-4dcd-aa50-a85f635166dd,2025-01-10T23:28:46.438277,returned,350.34,Japan
97,1a08ac13-9a61-4ad3-a1b4-ff119ddfd3dd,2024-12-26T23:28:46.438305,pending,12514.18,Australia
98,223dabce-a024-47a1-b195-b1e31ea0e98a,2024-04-26T23:28:46.438342,paid,5293.10,India
99,479eaf4a-9066-4698-a3e3-38006d5e4988,2025-10-06T23:28:46.438369,paid,4334.03,USA
100,8c404f79-fdf5-48c3-950c-fc7ac1f00eb8,2025-02-15T23:28:46.438397,paid,3640.42,Australia
101,a889c82e-887a-496c-85fb-6b6c72b26dd8,2025-02-24T23:28:46.438424,shipped,3969.94,Japan
102,14ac2258-5573-4cb8-97f4-6109cdecaf3b,2024-09-30T23:28:46.438452,paid,2052.85,France
103,981db264-5c9e-46b2-8674-c5db5a9d1c9a,2025-08-26T23:28:46.438478,shipped,10793.60,Canada
104,602bd98d-588c-4547-88a4-c93e471dad7f,2024-07-02T23:28:46.438505,shipped,2755.15,UK
105,a2045834-82e2-4da0-8d6b-b73a15db2510,2024-01-26T23:28:46.438534,paid,5755.76,France
106,69e9d43b-9c85-4945-96fa-898c9772a7d6,2025-09-17T23:28:46.438561,cancelled,7743.77,Japan
107,4a557de1-8659-4425-8c97-23778111ae9d,2024-08-26T23:28:46.438600,paid,1211.64,Germany
108,188122cb-57cd-42af-abb8-925d3602b397,2025-03-26T23:28:46.438640,shipped,9281.22,France
109,4e625191-f650-4f4e-9792-9a1c4f0f142a,2024-02-05T23:28:46.438676,paid,978.46,India
110,ad42b034-72c6-42c3-b099-324d0488666b,2025-10-02T23:28:46.438719,paid,1033.25,UK
111,0d925dd0-eed5-413d-b0fd-5a25479ff7bb,2024-06-17T23:28:46.438846,shipped,6080.55,Australia
112,5c38e2b1-665a-4124-bbe6-51ede408e536,2023-12-25T23:28:46.438898,shipped,9553.71,France
113,7122c1f8-f3ec-46b8-b2bd-8bbc06ecfb16,2024-08-14T23:28:46.438941,shipped,2302.04,Japan
114,72677979-358f-4ee5-85cf-35323ffaaefc,2024-08-28T23:28:46.438997,paid,3994.23,Germany
115,33958b5c-e242-4461-b3c2-56f5cead3301,2025-07-01T23:28:46.439041,paid,7689.89,Australia
116,14ac2258-5573-4cb8-97f4-6109cdecaf3b,2025-09-24T23:28:46.439083,paid,2564.61,France
117,8c918f39-aad5-46dd-81fe-8ef206ab4db4,2024-10-01T23:28:46.439128,paid,3711.51,Germany
118,86573e7c-fb0e-4122-9c22-46cb8e3265a0,2025-06-28T23:28:46.439171,paid,3497.30,Australia
119,9cf31c5a-2127-4071-bc01-3457e6df171e,2024-10-05T23:28:46.439218,shipped,2512.41,Germany
120,3c58097c-1fa7-40f0-94de-2f5e0cea95cb,2024-02-22T23:28:46.439269,returned,7784.88,France
121,58987d1e-005c-4b9d-9c2e-c36160a1044f,2025-09-01T23:28:46.439324,paid,4817.21,Canada
122,6c9649ff-79e3-47ab-b9fa-494e3d13ce72,2023-12-13T23:28:46.439381,cancelled,11284.67,France
123,a99b7720-d132-4136-a556-984f0dcc74a0,2023-12-27T23:28:46.439466,paid,7175.42,Germany
124,4a557de1-8659-4425-8c97-23778111ae9d,2025-05-02T23:28:46.439528,paid,5829.57,Germany
125,d1b0ea63-69ee-4ec2-a6a8-1e1b42360e51,2025-01-05T23:28:46.439580,paid,4519.75,UK
126,eb79bcaf-2333-45e9-9cf5-7155809cc8f7,2024-08-18T23:28:46.439625,paid,3828.08,Japan
127,de53aefd-d30b-4c67-ad86-e98a67653d7e,2025-03-19T23:28:46.439667,paid,733.38,Canada
128,6698201d-0cf9-4e35-a9f6-230eab92f418,2025-08-18T23:28:46.439711,paid,7077.96,USA
129,58987d1e-005c-4b9d-9c2e-c36160a1044f,2024-02-17T23:28:46.439760,cancelled,1466.76,Canada
130,7ca8baac-ecd6-4ebc-9531-c6bab061fbea,2024-11-27T23:28:46.439815,shipped,3438.71,Germany
131,4d262f60-f58c-483a-ba04-f522173cbb17,2024-08-10T23:28:46.439860,paid,5526.71,Germany
132,17450b55-da23-47ad-8d7d-a68b04e1c2fe,2024-05-12T23:28:46.439902,paid,9650.37,India
133,24369008-5b0c-4d28-9cdb-c37a76c6971d,2024-07-07T23:28:46.439948,paid,3075.00,Germany
134,db1311c5-9e24-48a4-9045-7b38a64dfaf9,2023-11-29T23:28:46.439989,shipped,2365.85,USA
135,357d757c-6093-4931-87dd-5d60c6cb2b20,2024-01-04T23:28:46.440026,paid,7826.95,Japan
136,e75ab236-71bd-4cab-8f9f-e735f7fdbe31,2025-09-13T23:28:46.440056,paid,46.28,Australia
137,fa4ef249-183e-4e53-a946-14d1d3f9f6f2,2024-07-25T23:28:46.440085,shipped,1763.21,Australia
138,0ca29073-8800-42d5-ba7a-5e69df834b2c,2024-10-12T23:28:46.440112,shipped,8870.18,India
139,732001b8-b2a1-4dd7-9311-6949a7fadc06,2025-07-26T23:28:46.440146,pending,6497.74,USA
140,0edf3c8b-d44e-46da-ad72-1d496853cee0,2024-10-20T23:28:46.440186,paid,3701.18,Germany
141,67710555-c64e-4cd0-a1ea-0a1bf95438b2,2024-12-25T23:28:46.440214,paid,10547.22,Germany
142,9c74add3-cb3a-49a0-bb34-cd357dc366cc,2025-04-24T23:28:46.440247,paid,16343.85,Australia
143,3c58097c-1fa7-40f0-94de-2f5e0cea95cb,2023-11-15T23:28:46.440289,pending,1019.16,France
144,a230ec0e-cde4-40ee-b948-7c3eab92c6a1,2024-05-20T23:28:46.440347,paid,7179.75,UK
145,cef7229a-e102-4354-8f49-1cb1e93aae1f,2025-06-06T23:28:46.440405,pending,6460.92,India
146,5607fefa-e16d-415d-871b-7ff0f5d8c42a,2024-02-12T23:28:46.440479,paid,6429.26,Germany
147,7accccfb-f1e0-4352-83e4-8eb6e5d231be,2025-09-11T23:28:46.440523,paid,8361.51,Australia
148,0e45baa1-810d-46b1-af68-4db3ad4641a8,2025-10-14T23:28:46.440566,cancelled,9720.07,Australia
149,af7f376e-5992-4900-8f74-a38dc699b845,2025-06-11T23:28:46.440610,paid,6716.34,USA
150,d888cab3-be69-4feb-b2ea-a9923c90fcc4,2025-06-26T23:28:46.440654,paid,3609.44,France
151,495108f5-f0b9-49c7-8628-10573eb416bb,2023-12-20T23:28:46.440701,paid,6702.59,Canada
152,28a037d4-05a7-4ac1-99d2-ac1467bfab4a,2025-03-12T23:28:46.440740,paid,1447.08,India
153,ee6eb6d1-3d00-42d2-9925-ac935fcc40ce,2024-12-29T23:28:46.440785,cancelled,35.47,Japan
154,65d1c792-1830-49fe-b978-aa72fdae2081,2024-05-07T23:28:46.440823,paid,4657.94,USA
155,f08ebb18-700f-438b-a010-8c06e0c34523,2024-05-08T23:28:46.440862,shipped,10401.17,India
156,991e9b74-c88c-47c6-8cb5-0f7731f58c33,2025-06-25T23:28:46.440903,paid,2905.08,France
157,2cab6220-f771-40bd-9037-296f850c6f97,2025-06-18T23:28:46.440944,shipped,1265.01,Canada
158,04de9d15-3b84-4bbf-aebc-70c07a7ff6ad,2025-09-05T23:28:46.440989,paid,5882.19,USA
159,e3ff22a6-a87c-4aa8-a636-cf2b68d2b10d,2024-12-23T23:28:46.441039,shipped,5896.74,Germany
160,23fff952-b246-4b91-9192-96716e1c64e5,2025-10-14T23:28:46.441081,shipped,5952.52,Japan
161,f44c8ba7-2ebb-4a90-873e-5830d2eeb35b,2024-09-18T23:28:46.441118,paid,4652.11,Canada
162,8a0cfaf5-09d1-4f0c-b410-34cb86373a3c,2025-05-05T23:28:46.441159,paid,4704.23,Japan
163,bffd8870-1668-48d3-9352-ff0403686dc5,2024-02-26T23:28:46.441201,paid,161.00,Germany
164,8a210310-635b-4cda-9c52-fd4d0d8d4800,2025-03-21T23:28:46.441240,paid,3740.07,USA
165,8e8e3dd1-84fb-4daf-96dd-e17e8823650a,2025-08-24T23:28:46.441282,shipped,1118.76,USA
166,756f428b-2c53-42eb-8324-e885f5d26971,2024-06-17T23:28:46.441325,shipped,4628.40,Canada
167,6c13080b-2974-470b-aa28-afd502b4dcf0,2024-01-18T23:28:46.441365,paid,936.70,Australia
168,71c4522d-949b-478a-9192-4eea5d1a1ea8,2024-07-16T23:28:46.441432,paid,1870.28,UK
169,af7f376e-5992-4900-8f74-a38dc699b845,2025-10-11T23:28:46.441477,paid,7896.93,USA
170,8c8639df-cf94-4baf-ba32-e3c96c927a6a,2025-02-10T23:28:46.441520,returned,6980.68,Germany
171,10a9565f-8d4e-437b-861c-91dec85d4cb7,2023-12-27T23:28:46.441563,returned,11817.14,France
172,b227bce0-b06b-4d93-a914-94c0d0e49b7f,2025-05-16T23:28:46.441608,cancelled,3891.76,USA
173,828fb8d3-2c0d-4221-9b6a-bd7d069ba851,2024-02-21T23:28:46.441650,paid,425.08,Germany
174,828fb8d3-2c0d-4221-9b6a-bd7d069ba851,2024-08-02T23:28:46.441697,shipped,1007.75,Germany
175,58958151-d4e7-4c18-9d76-f6284f3a9c92,2025-10-02T23:28:46.441739,paid,5282.16,Canada
176,70312504-389b-4ca2-9007-353ccf2dbef4,2024-12-28T23:28:46.441784,paid,5602.29,Japan
177,495108f5-f0b9-49c7-8628-10573eb416bb,2025-07-25T23:28:46.441824,paid,7325.76,Canada
178,5272d376-761f-4741-bc61-d0f015ad55d2,2025-03-07T23:28:46.441865,paid,8136.70,France
179,62b4fce0-6b15-4b0e-99cc-949b67b952fb,2025-10-04T23:28:46.441908,paid,1705.24,Canada
180,d0769283-8831-42b0-a297-f012a2904f95,2025-01-19T23:28:46.441952,paid,2268.13,India
181,06696f97-b51a-45f7-8b45-acafe0b6bf08,2025-01-25T23:28:46.441993,paid,1696.98,Australia
182,5cad46bf-8a61-4e6b-9b6b-eb20247d1eb7,2024-02-25T23:28:46.442035,cancelled,1054.70,India
183,1efb4733-dc0a-4564-a7e8-651aeabd3fa7,2024-01-22T23:28:46.442078,paid,4258.28,Australia
184,3b075609-45b4-40fc-9b94-cb2363d76196,2024-03-24T23:28:46.442119,cancelled,3953.90,UK
185,cef7229a-e102-4354-8f49-1cb1e93aae1f,2024-09-16T23:28:46.442155,paid,12028.42,India
186,a26f2cbb-72ac-4a34-8914-d189a324d2bb,2024-08-06T23:28:46.442192,paid,2404.29,Germany
187,655ddf4e-3702-4872-a3c3-bad17481d281,2024-08-05T23:28:46.442231,paid,7544.81,India
188,ba8d807c-fa96-40ad-afc6-09fe3177cf4b,2024-01-19T23:28:46.442271,cancelled,2071.04,USA
189,50fa1c70-2b75-4947-afb7-b2595a364768,2025-07-10T23:28:46.442312,paid,1017.28,India
190,4e625191-f650-4f4e-9792-9a1c4f0f142a,2024-11-07T23:28:46.442366,paid,1804.77,India
191,23fff952-b246-4b91-9192-96716e1c64e5,2024-06-08T23:28:46.442433,paid,201.55,Japan
192,35130164-0c21-40b4-a880-f92632f0c47b,2024-04-29T23:28:46.442484,paid,3259.67,Germany
193,bb51d991-688e-45de-9926-0f23911bdb06,2024-12-05T23:28:46.442531,paid,4978.28,France
194,91188a93-fc95-4dc8-b7de-7be003d921f4,2025-06-18T23:28:46.442577,paid,5529.78,India
195,fe86b20a-99b1-4e28-b101-d08f240e1f40,2025-01-02T23:28:46.442628,paid,4942.65,Japan
196,48c49485-0510-4e2c-a8f0-beb366d43023,2024-02-11T23:28:46.442674,paid,1250.02,India
197,c9fca402-8f6f-41f4-90c3-aeeb25d44fa9,2025-04-20T23:28:46.442720,pending,11080.54,India
198,80d4b519-e168-4fc0-b2dc-2388ed549b11,2024-08-01T23:28:46.442766,paid,3466.03,Germany
199,2372f764-981c-4aaa-8468-6411fb3b3125,2025-11-08T23:28:46.442812,paid,7034.62,Germany
200,f2048596-7ae9-47e8-a027-5b49320e1e26,2025-04-05T23:28:46.442862,paid,5455.59,USA
201,65f136df-d50c-480e-a0a4-ab0aad7e5647,2024-09-20T23:28:46.442909,paid,1773.49,India
202,00320175-ef5b-4888-b8fb-d6181ad2b797,2024-05-02T23:28:46.442960,paid,5151.52,USA
203,5c38e2b1-665a-4124-bbe6-51ede408e536,2025-05-08T23:28:46.443006,paid,8410.62,France
204,39abc2b0-5fce-4a3e-9dfd-ec624d243b49,2025-06-18T23:28:46.443051,shipped,5174.00,USA
205,425a9bfb-5e5f-442d-b9f9-2b96cb5271d6,2025-08-16T23:28:46.443094,pending,5497.22,Australia
206,a26f2cbb-72ac-4a34-8914-d189a324d2bb,2025-06-01T23:28:46.443140,shipped,6145.52,Germany
207,93dca8c2-9ce9-403c-beb7-b9828020a5a0,2024-08-04T23:28:46.443186,shipped,5711.19,France
208,5be015b1-fe1f-4b8f-a9b4-fd2e34241130,2025-10-08T23:28:46.443231,paid,4037.88,UK
209,6c9649ff-79e3-47ab-b9fa-494e3d13ce72,2024-11-01T23:28:46.443277,shipped,4279.44,France
210,bd270376-c0d5-4812-88c5-e76b5b47ed6e,2024-09-02T23:28:46.443323,shipped,4628.79,France
211,7cfd7b36-4be2-450b-af25-77a3616f3860,2024-07-19T23:28:46.443371,paid,5269.35,Japan
212,da13009b-2dbb-406c-b20f-e39619673c0a,2024-05-23T23:28:46.443437,paid,8395.96,USA
213,a14ae6cc-2121-43ff-9b91-add73f50f021,2025-04-13T23:28:46.443484,paid,7514.63,Canada
214,14ac2258-5573-4cb8-97f4-6109cdecaf3b,2024-02-08T23:28:46.443525,paid,1613.12,France
215,a828ad7e-f481-43e0-9da6-eb45aee4dbf8,2023-12-09T23:28:46.443562,paid,6765.12,Germany
216,02cbea93-1dfe-42ed-ac0f-db983839a6ac,2024-02-29T23:28:46.443678,shipped,373.96,UK
217,af2e90c6-11cc-40a4-a7c1-a3568c60d81f,2024-04-04T23:28:46.443719,returned,6169.51,USA
218,f4ea8e59-1c26-4f72-8d27-16724168d5c9,2025-07-04T23:28:46.443753,paid,6446.13,UK
219,495108f5-f0b9-49c7-8628-10573eb416bb,2024-02-05T23:28:46.443781,paid,3386.24,Canada
220,9145c454-6ac2-4907-86a7-44f3dcae33e7,2024-02-28T23:28:46.443809,paid,4425.72,Canada
221,f57a6c62-5e4b-4be3-8241-b295c581d7c1,2025-11-12T23:28:46.443846,paid,4691.74,India
222,02217a75-3043-4419-ad4b-d6fc63f59001,2025-07-16T23:28:46.443877,shipped,3135.67,Australia
223,919df88e-65c5-4d9c-ba55-f846cbc2d375,2024-02-22T23:28:46.443904,returned,12663.75,Canada
224,4ad320b8-15d4-4461-8304-593ad503790a,2024-12-07T23:28:46.443934,paid,6029.16,Japan
225,b0259969-01af-4eb1-8c2d-508b126dbd18,2024-01-28T23:28:46.443962,paid,3826.49,Germany
226,b23d6b29-9f15-4ea1-955b-7ee950aeab99,2025-09-05T23:28:46.443992,paid,4271.26,UK
227,efe45784-9694-4297-aa36-1b33aff2f12d,2025-11-07T23:28:46.444019,paid,798.23,Japan
228,9c97183e-4637-466a-9923-bf9b48979ba0,2024-10-04T23:28:46.444049,shipped,11104.84,UK
229,e2205a3a-5d05-418c-a138-01f74cde3b51,2025-05-18T23:28:46.444076,paid,5177.36,Canada
230,a230ec0e-cde4-40ee-b948-7c3eab92c6a1,2023-12-26T23:28:46.444104,paid,7570.64,UK
231,96b3bc51-2fa8-4019-b3b1-21f25cbf124f,2025-10-08T23:28:46.444134,paid,704.40,India
232,6698201d-0cf9-4e35-a9f6-230eab92f418,2024-02-10T23:28:46.444162,paid,6924.56,USA
233,2a46a712-9ebd-4e9c-8cbb-a80f7409e51d,2024-09-16T23:28:46.444190,cancelled,5011.07,Australia
234,b8bc7ce7-b23e-472d-8f81-5eb5dc3a9643,2024-05-29T23:28:46.444220,paid,1159.32,Germany
235,c4addaac-ac98-4f42-99f3-9a4035fd5f35,2024-05-14T23:28:46.444248,pending,8882.96,UK
236,919df88e-65c5-4d9c-ba55-f846cbc2d375,2024-11-16T23:28:46.444276,paid,3787.11,Canada
237,81c10039-d949-4e37-92d5-aa2d66a7bfea,2025-10-13T23:28:46.444304,paid,6263.14,UK
238,02217a75-3043-4419-ad4b-d6fc63f59001,2024-05-15T23:28:46.444339,shipped,166.50,Australia
239,9c74add3-cb3a-49a0-bb34-cd357dc366cc,2024-03-14T23:28:46.444367,paid,5416.97,Australia
240,6159789c-159f-4b70-90a4-c1eb84d71a1e,2024-12-26T23:28:46.444395,shipped,10813.87,USA
241,4dcc8373-9aef-4f4f-9a45-f33b53c851b4,2025-08-17T23:28:46.444439,paid,2054.55,France
242,658a2e0f-fe9d-49a6-a13e-8f60240727bf,2024-08-08T23:28:46.444471,shipped,2687.04,India
243,717bfaea-0ca3-4ecf-9ee2-e69b37c97ea2,2024-05-25T23:28:46.444500,paid,9194.37,Canada
244,4388e90d-a5c0-46c5-8d96-7747c7ef13c7,2025-10-06T23:28:46.444528,shipped,1148.10,UK
245,b80d8ae5-21ac-4706-8008-b734ca4ffd6e,2024-06-13T23:28:46.444556,pending,4283.34,UK
