order_item_id,order_id,product_id,quantity,unit_price
98,31,111,5,798.23
99,31,62,4,899.63
100,31,143,1,608.16
101,31,101,5,624.35
102,31,50,4,67.42
103,32,163,2,865.18
104,32,100,4,957.12
105,33,133,2,84.64
106,33,41,1,502.39
107,33,112,2,521.69
108,34,31,3,40.25
109,34,162,5,559.35
110,34,148,2,188.23
111,34,101,3,624.35
112,34,196,2,331.83
113,35,24,1,890.67
114,36,3,2,381.58
115,36,161,1,403.47
116,36,198,5,170.37
117,36,152,5,140.88
118,37,147,4,633.24
119,38,191,2,19.63
120,39,163,2,865.18
121,39,162,2,559.35
122,39,200,2,192.04
123,39,92,3,703.00
124,40,138,4,226.62
125,40,63,3,206.65
126,41,14,5,350.34
127,41,71,1,887.25
128,41,22,1,540.27
129,41,37,4,111.28
130,41,161,5,403.47
131,41,6,1,985.41
132,42,37,3,111.28
133,43,47,4,202.59
134,43,24,3,890.67
135,43,20,2,283.43
136,44,26,1,870.20
137,44,126,4,554.16
138,44,6,1,985.41
139,44,106,2,576.94
140,45,108,2,228.98
141,45,97,3,71.40
142,45,81,1,561.55
143,45,163,2,865.18
144,45,116,5,719.69
145,45,42,5,729.27
146,46,31,3,40.25
147,47,124,5,744.01
148,47,158,1,15.40
149,47,154,2,662.79
150,48,190,1,243.44
151,48,66,5,516.58
152,48,32,1,171.87
153,48,50,5,67.42
154,48,156,5,806.56
155,49,56,1,689.90
156,49,94,2,124.24
157,50,84,2,761.72
158,51,22,2,540.27
159,51,187,3,863.21
160,52,124,3,744.01
161,52,52,5,965.66
162,52,24,3,890.67
163,53,191,4,19.63
164,53,127,2,337.53
165,53,112,3,521.69
166,53,132,2,610.55
167,54,176,3,125.10
168,54,184,4,752.66
169,55,150,5,151.28
170,56,43,4,178.28
171,56,53,4,328.98
172,56,185,4,861.79
173,57,153,5,105.33
174,57,192,1,258.45
175,57,70,5,406.76
176,57,82,4,674.75
177,58,52,1,965.66
178,58,146,4,169.62
179,58,91,2,403.88
180,58,96,1,673.54
181,59,65,5,674.91
182,59,151,3,688.73
183,59,105,4,929.33
184,59,76,1,667.06
185,59,155,1,876.07
186,60,83,2,769.73
187,60,110,3,247.93
188,61,19,3,729.82
189,61,56,3,689.90
190,62,200,1,192.04
191,62,81,1,561.55
192,63,177,3,955.88
193,63,3,2,381.58
194,63,184,4,752.66
195,64,83,3,769.73
196,64,60,5,386.44
197,64,144,2,647.03
198,64,17,5,759.61
199,64,99,2,786.45
200,65,144,3,647.03
201,66,156,4,806.56
202,66,172,3,817.35
203,66,20,3,283.43
204,66,147,2,633.24
205,66,166,2,270.45
206,66,108,1,228.98
207,67,128,1,201.55
208,67,12,1,886.63
209,67,71,4,887.25
210,67,108,2,228.98
211,68,84,1,761.72
212,68,152,3,140.88
213,68,99,1,786.45
214,68,61,5,665.04
215,68,148,1,188.23
216,69,73,5,38.52
217,69,34,5,655.06
218,69,104,1,169.31
219,69,10,3,35.47
220,70,5,3,348.38
221,70,18,3,87.57
222,70,121,3,227.66
223,70,25,3,378.71
224,70,107,4,77.48
225,70,186,1,18.32
226,71,199,4,888.80
227,71,81,3,561.55
228,71,127,4,337.53
229,71,157,4,482.36
230,71,13,1,233.97
231,72,159,2,657.99
232,72,27,1,447.29
233,72,8,1,245.16
234,73,27,4,447.29
235,73,83,2,769.73
236,74,23,3,180.47
237,74,49,5,863.76
238,75,177,1,955.88
239,76,12,3,886.63
240,76,29,1,200.83
241,76,13,3,233.97
242,77,177,3,955.88
243,77,157,2,482.36
244,77,98,2,619.94
245,78,118,5,26.71
246,78,31,4,40.25
247,78,33,4,171.27
248,78,82,1,674.75
249,78,38,5,117.01
250,79,62,3,899.63
251,79,148,3,188.23
252,79,123,4,14.97
253,79,170,2,781.87
254,79,126,1,554.16
255,80,197,1,957.02
256,80,76,3,667.06
257,80,183,5,985.50
258,81,169,2,177.78
259,81,166,1,270.45
260,82,127,1,337.53
261,83,4,2,82.96
262,83,172,4,817.35
263,84,49,2,863.76
264,84,125,5,228.57
265,84,27,5,447.29
266,84,88,5,661.86
267,85,195,4,868.68
268,85,80,2,127.51
269,85,182,5,858.51
270,86,34,2,655.06
271,87,99,5,786.45
272,87,116,2,719.69
273,87,159,4,657.99
274,88,18,4,87.57
275,88,72,2,594.83
276,89,79,1,242.64
277,89,148,1,188.23
278,89,166,2,270.45
279,89,27,1,447.29
280,89,38,4,117.01
281,89,119,2,849.76
282,90,8,5,245.16
283,90,122,4,888.10
284,90,170,3,781.87
285,91,31,3,40.25
286,91,141,4,548.90
287,91,22,2,540.27
288,92,102,4,727.66
289,92,129,5,571.18
290,93,14,3,350.34
291,93,113,1,899.29
292,93,70,1,406.76
293,94,98,4,619.94
294,94,188,2,192.06
295,94,109,5,755.12
296,94,50,3,67.42
297,94,76,5,667.06
298,94,49,5,863.76
299,95,133,1,84.64
300,95,111,2,798.23
301,95,28,1,793.57
302,95,175,2,488.78
303,96,14,1,350.34
304,97,69,3,895.57
305,97,62,2,899.63
306,97,17,5,759.61
307,97,137,4,187.34
308,97,26,4,870.20
309,98,26,3,870.20
310,98,57,4,236.12
311,98,188,2,192.06
312,98,178,2,676.95
313,99,89,3,589.26
314,99,164,5,513.25
315,100,188,2,192.06
316,100,1,5,272.55
317,100,25,5,378.71
318,101,190,2,243.44
319,101,79,3,242.64
320,101,177,1,955.88
321,101,62,2,899.63
322,102,86,2,614.73
323,102,117,1,823.39
324,103,122,1,888.10
325,103,110,2,247.93
326,103,86,1,614.73
327,103,6,5,985.41
328,103,46,3,301.10
329,103,68,4,741.14
330,104,1,1,272.55
331,104,126,1,554.16
332,104,64,5,168.76
333,104,121,3,227.66
334,104,29,2,200.83
335,105,129,1,571.18
336,105,43,1,178.28
337,105,194,3,366.69
338,105,38,3,117.01
339,105,199,4,888.80
340,106,189,4,188.08
341,106,90,3,660.94
342,106,140,3,980.77
343,106,66,4,516.58
344,107,91,3,403.88
345,108,86,1,614.73
346,108,133,3,84.64
347,108,199,5,888.80
348,108,170,1,781.87
349,108,153,2,105.33
350,108,124,4,744.01
351,109,169,3,177.78
352,109,37,4,111.28
353,110,63,5,206.65
354,111,179,2,226.37
355,111,111,4,798.23
356,111,93,1,627.92
357,111,53,3,328.98
358,111,191,5,19.63
359,111,23,4,180.47
360,112,45,4,361.72
361,112,68,5,741.14
362,112,174,4,518.14
363,112,90,3,660.94
364,112,85,3,115.25
365,113,11,5,403.48
366,113,149,3,94.88
367,114,32,3,171.87
368,114,111,1,798.23
369,114,117,1,823.39
370,114,146,4,169.62
371,114,89,2,589.26
372,115,175,5,488.78
373,115,39,5,713.97
374,115,134,2,46.28
375,115,75,3,527.86
376,116,74,4,55.50
377,116,17,1,759.61
378,116,76,2,667.06
379,116,4,3,82.96
380,117,32,4,171.87
381,117,14,3,350.34
382,117,126,1,554.16
383,117,79,1,242.64
384,117,2,3,392.07
385,118,90,5,660.94
386,118,73,5,38.52
387,119,23,3,180.47
388,119,183,2,985.50
389,120,51,1,765.92
390,120,111,4,798.23
391,120,150,3,151.28
392,120,21,2,158.14
393,120,75,4,527.86
394,120,57,4,236.12
395,121,26,3,870.20
396,121,67,2,271.47
397,121,78,5,248.47
398,121,153,4,105.33
399,122,83,3,769.73
400,122,149,2,94.88
401,122,36,4,382.70
402,122,175,5,488.78
403,122,197,2,957.02
404,122,52,3,965.66
405,123,22,4,540.27
406,123,77,5,935.02
407,123,146,2,169.62
408,124,112,4,521.69
409,124,25,3,378.71
410,124,36,5,382.70
411,124,135,3,231.06
412,125,91,4,403.88
413,125,110,4,247.93
414,125,120,1,767.61
415,125,108,5,228.98
416,126,197,4,957.02
417,127,194,2,366.69
418,128,78,2,248.47
419,128,63,5,206.65
420,128,149,5,94.88
421,128,132,5,610.55
422,128,96,3,673.54
423,129,194,4,366.69
424,130,104,1,169.31
425,130,172,4,817.35
426,131,118,1,26.71
427,131,14,3,350.34
428,131,22,5,540.27
429,131,15,1,527.35
430,131,70,3,406.76
431,132,124,5,744.01
432,132,177,5,955.88
433,132,85,1,115.25
434,132,16,2,88.16
435,132,32,5,171.87
436,133,144,4,647.03
437,133,190,2,243.44
438,134,173,2,413.05
439,134,164,3,513.25
440,135,80,2,127.51
441,135,185,1,861.79
442,135,2,1,392.07
443,135,125,1,228.57
444,135,160,2,655.05
445,135,177,5,955.88
446,136,134,1,46.28
447,137,53,4,328.98
448,137,27,1,447.29
449,138,114,4,74.81
450,138,101,4,624.35
451,138,15,2,527.35
452,138,32,2,171.87
453,138,77,5,935.02
454,139,157,5,482.36
455,139,175,1,488.78
456,139,113,4,899.29
457,140,163,2,865.18
458,140,6,2,985.41
459,141,169,5,177.78
460,141,62,2,899.63
461,141,44,4,743.50
462,141,131,4,485.14
463,141,190,3,243.44
464,141,180,3,738.06
465,142,26,4,870.20
466,142,151,4,688.73
467,142,127,1,337.53
468,142,95,4,848.82
469,142,171,4,706.58
470,142,71,4,887.25
471,143,8,4,245.16
472,143,73,1,38.52
473,144,100,5,957.12
474,144,3,4,381.58
475,144,149,1,94.88
476,144,78,3,248.47
477,144,9,2,13.77
478,145,186,2,18.32
479,145,118,3,26.71
480,145,71,5,887.25
481,145,3,5,381.58
482,146,90,5,660.94
483,146,181,4,781.14
484,147,17,5,759.61
485,147,45,3,361.72
486,147,168,4,209.68
487,147,39,2,713.97
488,147,91,3,403.88
489,148,78,4,248.47
490,148,101,5,624.35
491,148,18,2,87.57
492,148,166,5,270.45
493,148,124,5,744.01
494,148,97,5,71.40
495,149,34,5,655.06
496,149,179,5,226.37
497,149,83,3,769.73
498,150,159,2,657.99
499,150,104,2,169.31
500,150,18,1,87.57
501,150,12,1,886.63
502,150,8,4,245.16
503,151,122,2,888.10
504,151,83,1,769.73
505,151,195,2,868.68
506,151,60,4,386.44
507,151,198,4,170.37
508,151,188,1,192.06
509,152,157,3,482.36
510,153,10,1,35.47
511,154,196,1,331.83
512,154,96,2,673.54
513,154,156,3,806.56
514,154,162,1,559.35
515,155,116,2,719.69
516,155,97,2,71.40
517,155,35,3,802.85
518,155,164,4,513.25
519,155,147,4,633.24
520,155,143,3,608.16
521,156,52,2,965.66
522,156,190,4,243.44
523,157,50,1,67.42
524,157,23,2,180.47
525,157,150,1,151.28
526,157,7,2,63.01
527,157,162,1,559.35
528,158,199,5,888.80
529,158,105,1,929.33
530,158,146,3,169.62
531,159,175,5,488.78
532,159,187,4,863.21
533,160,54,4,696.58
534,160,147,5,633.24
535,161,92,2,703.00
536,161,159,1,657.99
537,161,144,4,647.03
538,162,161,1,403.47
539,162,97,2,71.40
540,162,19,5,729.82
541,162,146,3,169.62
542,163,31,4,40.25
543,164,14,5,350.34
544,164,154,3,662.79
545,165,58,3,372.92
546,166,100,1,957.12
547,166,181,2,781.14
548,166,92,3,703.00
549,167,137,5,187.34
550,168,133,5,84.64
551,168,157,3,482.36
552,169,159,1,657.99
553,169,15,5,527.35
554,169,140,4,980.77
555,169,179,3,226.37
556,170,8,3,245.16
557,170,9,1,13.77
558,170,87,2,759.57
559,170,108,2,228.98
560,170,67,5,271.47
561,170,52,3,965.66
562,171,16,1,88.16
563,171,61,3,665.04
564,171,127,1,337.53
565,171,19,4,729.82
566,171,145,5,813.05
567,171,157,5,482.36
568,172,142,4,972.94
569,173,70,1,406.76
570,173,186,1,18.32
571,174,128,5,201.55
572,175,167,4,659.60
573,175,90,4,660.94
574,176,59,1,994.72
575,176,6,2,985.41
576,176,15,5,527.35
577,177,98,5,619.94
578,177,175,4,488.78
579,177,176,1,125.10
580,177,189,4,188.08
581,177,5,4,348.38
582,178,33,1,171.27
583,178,111,4,798.23
584,178,180,1,738.06
585,178,110,5,247.93
586,178,141,3,548.90
587,178,36,3,382.70
588,179,88,1,661.86
589,179,112,2,521.69
590,180,24,1,890.67
591,180,151,2,688.73
592,181,192,1,258.45
593,181,193,1,815.67
594,181,138,2,226.62
595,181,146,1,169.62
596,182,15,2,527.35
597,183,47,3,202.59
598,183,73,5,38.52
599,183,12,2,886.63
600,183,81,3,561.55
601,184,156,4,806.56
602,184,102,1,727.66
603,185,20,3,283.43
604,185,65,2,674.91
605,185,140,4,980.77
606,185,53,3,328.98
607,185,127,3,337.53
608,185,181,5,781.14
609,186,168,3,209.68
610,186,63,3,206.65
611,186,135,5,231.06
612,187,27,5,447.29
613,187,14,4,350.34
614,187,89,3,589.26
615,187,106,1,576.94
616,187,181,2,781.14
617,188,134,3,46.28
618,188,60,5,386.44
619,189,32,2,171.87
620,189,96,1,673.54
621,190,179,4,226.37
622,190,113,1,899.29
623,191,128,1,201.55
624,192,72,3,594.83
625,192,151,1,688.73
626,192,99,1,786.45
627,193,157,1,482.36
628,193,99,4,786.45
629,193,127,4,337.53
630,194,12,2,886.63
631,194,58,4,372.92
632,194,53,5,328.98
633,194,98,1,619.94
634,195,79,5,242.64
635,195,9,3,13.77
636,195,139,3,214.70
637,195,196,5,331.83
638,195,90,2,660.94
639,195,7,1,63.01
640,196,186,4,18.32
641,196,160,1,655.05
642,196,112,1,521.69
643,197,100,4,957.12
644,197,185,4,861.79
645,197,174,5,518.14
646,197,74,5,55.50
647,197,137,5,187.34
648,198,42,2,729.27
649,198,98,2,619.94
650,198,120,1,767.61
651,199,175,2,488.78
652,199,71,5,887.25
653,199,22,3,540.27
654,200,147,5,633.24
655,200,102,3,727.66
656,200,10,3,35.47
657,201,169,5,177.78
658,201,65,1,674.91
659,201,168,1,209.68
660,202,146,3,169.62
661,202,170,2,781.87
662,202,83,4,769.73
663,203,5,1,348.38
664,203,113,3,899.29
665,203,3,4,381.58
666,203,120,5,767.61
667,204,105,5,929.33
668,204,15,1,527.35
669,205,157,1,482.36
670,205,142,4,972.94
671,205,81,2,561.55
672,206,197,4,957.02
673,206,71,2,887.25
674,206,67,2,271.47
675,207,45,1,361.72
676,207,38,1,117.01
677,207,159,2,657.99
678,207,168,5,209.68
679,207,13,4,233.97
680,207,60,5,386.44
681,208,11,2,403.48
682,208,142,1,972.94
683,208,184,3,752.66
684,209,5,5,348.38
685,209,174,1,518.14
686,209,91,5,403.88
687,210,90,1,660.94
688,210,28,5,793.57
689,211,29,2,200.83
690,211,131,3,485.14
691,211,20,5,283.43
692,211,61,3,665.04
693,212,107,1,77.48
694,212,19,3,729.82
695,212,165,5,964.91
696,212,110,3,247.93
697,212,73,3,38.52
698,212,37,4,111.28
699,213,96,3,673.54
700,213,121,1,227.66
701,213,76,3,667.06
702,213,160,2,655.05
703,213,8,5,245.16
704,213,42,1,729.27
705,214,156,2,806.56
706,215,131,5,485.14
707,215,184,5,752.66
708,215,200,3,192.04
709,216,97,1,71.40
710,216,150,2,151.28
711,217,196,2,331.83
712,217,167,5,659.60
713,217,21,5,158.14
714,217,20,5,283.43
715,218,141,1,548.90
716,218,188,5,192.06
717,218,108,4,228.98
718,218,138,5,226.62
719,218,32,5,171.87
720,218,136,4,507.14
721,219,69,3,895.57
722,219,50,2,67.42
723,219,148,3,188.23
724,220,197,2,957.02
725,220,93,4,627.92
726,221,192,2,258.45
727,221,30,4,366.76
728,221,178,4,676.95
729,222,21,5,158.14
730,222,91,1,403.88
731,222,144,3,647.03
732,223,124,2,744.01
733,223,155,5,876.07
734,223,59,2,994.72
735,223,115,4,830.45
736,223,108,5,228.98
737,223,146,2,169.62
738,224,67,1,271.47
739,224,74,4,55.50
740,224,88,4,661.86
741,224,81,5,561.55
742,224,31,2,40.25
743,225,127,4,337.53
744,225,162,1,559.35
745,225,198,2,170.37
746,225,51,1,765.92
747,225,47,4,202.59
748,226,196,4,331.83
749,226,142,1,972.94
750,226,183,2,985.50
751,227,111,1,798.23
752,228,43,4,178.28
753,228,19,3,729.82
754,228,34,2,655.06
755,228,132,4,610.55
756,228,136,5,507.14
757,228,100,2,957.12
758,229,76,1,667.06
759,229,31,1,40.25
760,229,87,1,759.57
761,229,152,3,140.88
762,229,156,4,806.56
763,229,158,4,15.40
764,230,116,2,719.69
765,230,190,2,243.44
766,230,112,5,521.69
767,230,75,5,527.86
768,230,194,1,366.69
769,230,123,2,14.97
770,231,152,5,140.88
771,232,173,4,413.05
772,232,167,3,659.60
773,232,117,4,823.39
774,233,131,5,485.14
775,233,185,3,861.79
776,234,60,3,386.44
777,235,88,5,661.86
778,235,13,5,233.97
779,235,145,5,813.05
780,235,133,4,84.64
781,236,83,2,769.73
782,236,99,2,786.45
783,236,82,1,674.75
784,237,188,5,192.06
785,237,54,3,696.58
786,237,111,1,798.23
787,237,133,3,84.64
788,237,72,3,594.83
789,237,148,2,188.23
790,238,74,3,55.50
791,239,113,3,899.29
792,239,58,5,372.92
793,239,44,1,743.50
794,239,74,2,55.50
795,240,72,2,594.83
796,240,37,1,111.28
797,240,25,5,378.71
798,240,53,1,328.98
799,240,142,5,972.94
800,240,131,5,485.14
801,241,2,1,392.07
802,241,126,3,554.16
803,242,73,4,38.52
804,242,147,4,633.24
805,243,33,1,171.27
806,243,117,4,823.39
807,243,76,4,667.06
808,243,29,4,200.83
809,243,184,3,752.66
810,244,36,3,382.70
811,245,172,1,817.35
812,245,30,3,366.76
813,245,91,2,403.88
814,245,21,5,158.14
815,245,191,3,19.63
816,245,57,3,236.12
817,246,162,1,559.35
818,246,189,3,188.08
819,246,132,1,610.55
820,246,173,4,413.05
821,247,181,5,781.14
822,248,49,1,863.76
823,248,143,1,608.16
824,248,170,2,781.87
825,249,151,2,688.73
826,249,97,2,71.40
827,250,121,2,227.66
828,250,39,4,713.97
829,250,125,3,228.57
830,251,51,1,765.92
831,251,163,5,865.18
832,252,192,5,258.45
833,252,55,5,825.60
834,252,1,2,272.55
835,252,112,2,521.69
836,252,18,1,87.57
837,252,126,4,554.16
838,253,68,3,741.14
839,253,158,4,15.40
840,253,98,5,619.94
841,253,162,2,559.35
842,253,150,3,151.28
843,253,61,2,665.04
844,254,172,4,817.35
845,254,125,5,228.57
846,254,126,3,554.16
847,255,124,3,744.01
848,255,76,4,667.06
849,255,25,4,378.71
850,255,57,3,236.12
851,255,29,2,200.83
852,256,109,1,755.12
853,256,30,3,366.76
854,256,46,4,301.10
855,256,119,2,849.76
856,256,82,4,674.75
857,256,170,4,781.87
858,257,106,3,576.94
859,257,176,5,125.10
860,257,61,2,665.04
861,257,8,4,245.16
862,257,75,1,527.86
863,258,198,4,170.37
864,258,83,4,769.73
865,258,67,4,271.47
866,258,173,4,413.05
867,258,82,4,674.75
868,259,14,2,350.34
869,259,69,3,895.57
870,259,125,1,228.57
871,260,115,5,830.45
872,260,105,2,929.33
873,260,57,5,236.12
874,261,200,1,192.04
875,261,161,5,403.47
876,262,85,1,115.25
877,262,34,4,655.06
878,262,155,1,876.07
879,262,139,3,214.70
880,262,6,3,985.41
881,263,17,3,759.61
882,263,168,5,209.68
883,263,13,2,233.97
884,263,133,2,84.64
885,263,54,5,696.58
886,264,184,3,752.66
887,264,59,3,994.72
888,264,75,4,527.86
889,264,42,2,729.27
890,265,188,5,192.06
891,265,64,1,168.76
892,265,4,5,82.96
893,265,10,4,35.47
894,265,6,4,985.41
895,266,41,3,502.39
896,267,7,2,63.01
897,267,59,1,994.72
898,267,162,3,559.35
899,268,32,3,171.87
900,268,97,1,71.40
901,268,168,1,209.68
902,268,103,1,182.05
903,268,34,5,655.06
904,268,190,4,243.44
905,269,4,5,82.96
906,270,39,2,713.97
907,270,25,5,378.71
908,270,189,3,188.08
909,270,151,3,688.73
910,270,101,4,624.35
911,271,191,2,19.63
912,271,6,1,985.41
913,271,78,3,248.47
914,271,71,5,887.25
915,271,118,4,26.71
916,272,75,4,527.86
917,272,110,5,247.93
918,272,24,3,890.67
919,272,57,4,236.12
920,273,180,2,738.06
921,273,137,4,187.34
922,273,130,1,229.30
923,274,187,5,863.21
924,274,101,1,624.35
925,274,96,4,673.54
926,274,196,2,331.83
927,275,7,3,63.01
928,275,102,4,727.66
929,275,198,5,170.37
930,275,60,1,386.44
931,275,115,3,830.45
932,276,37,1,111.28
933,276,162,5,559.35
934,276,22,2,540.27
935,277,126,2,554.16
936,277,152,1,140.88
937,278,104,4,169.31
938,278,158,5,15.40
939,279,146,3,169.62
940,279,195,4,868.68
941,279,60,3,386.44
942,279,16,3,88.16
943,279,197,2,957.02
944,279,127,1,337.53
945,280,177,4,955.88
946,280,145,1,813.05
947,280,154,3,662.79
948,281,54,3,696.58
949,281,194,2,366.69
950,281,144,3,647.03
951,281,126,4,554.16
952,281,140,4,980.77
953,281,128,5,201.55
954,282,190,1,243.44
955,282,188,4,192.06
956,282,21,2,158.14
957,282,27,1,447.29
958,282,109,2,755.12
959,283,192,1,258.45
960,283,32,1,171.87
961,283,43,4,178.28
962,283,51,4,765.92
963,283,113,2,899.29
964,284,135,4,231.06
965,284,125,1,228.57
966,284,36,3,382.70
967,284,192,1,258.45
968,284,141,4,548.90
969,284,108,3,228.98
970,285,174,5,518.14
971,285,70,2,406.76
972,285,134,2,46.28
973,285,83,3,769.73
974,285,158,5,15.40
975,285,96,2,673.54
976,286,183,4,985.50
977,286,96,4,673.54
978,286,133,2,84.64
979,286,155,3,876.07
980,286,65,2,674.91
981,287,135,4,231.06
982,287,184,1,752.66
983,288,107,4,77.48
984,288,46,1,301.10
985,288,39,1,713.97
986,289,180,1,738.06
987,289,49,5,863.76
988,289,52,4,965.66
989,290,25,4,378.71
990,290,16,5,88.16
991,290,160,2,655.05
992,291,90,5,660.94
993,292,89,1,589.26
994,292,161,2,403.47
995,293,73,3,38.52
996,293,110,3,247.93
997,293,150,5,151.28
998,294,66,2,516.58
999,294,144,1,647.03
1000,294,139,5,214.70
1001,294,165,2,964.91
1002,295,188,2,192.06
1003,296,46,1,301.10
1004,296,68,2,741.14
1005,296,145,5,813.05
1006,297,166,5,270.45
1007,297,197,5,957.02
1008,297,99,3,786.45
1009,297,85,5,115.25
1010,297,148,4,188.23
1011,298,44,2,743.50
1012,298,1,2,272.55
1013,299,158,2,15.40
1014,300,43,1,178.28
1015,300,122,3,888.10
1016,301,14,2,350.34
1017,302,113,3,899.29
1018,302,109,5,755.12
1019,302,171,1,706.58
1020,302,121,2,227.66
1021,302,84,5,761.72
1022,303,97,4,71.40
1023,303,199,3,888.80
1024,303,99,3,786.45
1025,303,181,5,781.14
1026,304,136,2,507.14
1027,304,21,2,158.14
1028,304,155,3,876.07
1029,305,37,3,111.28
1030,305,112,1,521.69
1031,305,144,5,647.03
1032,305,114,4,74.81
1033,305,126,3,554.16
1034,305,178,2,676.95
1035,306,94,4,124.24
1036,307,89,2,589.26
1037,307,187,4,863.21
1038,307,109,3,755.12
1039,307,55,2,825.60
1040,307,158,1,15.40
1041,307,144,2,647.03
1042,308,93,5,627.92
1043,308,135,3,231.06
1044,308,50,3,67.42
1045,308,2,1,392.07
1046,309,65,5,674.91
1047,309,129,3,571.18
1048,309,4,1,82.96
1049,310,71,3,887.25
1050,310,165,3,964.91
1051,310,123,1,14.97
1052,310,102,5,727.66
1053,310,12,1,886.63
1054,310,179,4,226.37
1055,311,162,5,559.35
1056,311,117,1,823.39
1057,311,126,1,554.16
1058,311,45,3,361.72
1059,311,122,1,888.10
1060,312,183,2,985.50
1061,312,40,1,858.73
1062,312,181,4,781.14
1063,312,189,1,188.08
1064,312,46,1,301.10
1065,313,164,1,513.25
1066,313,182,5,858.51
1067,313,16,3,88.16
1068,313,81,2,561.55
1069,314,158,2,15.40
1070,314,189,5,188.08
1071,314,5,3,348.38
1072,314,86,5,614.73
1073,314,173,1,413.05
1074,314,82,4,674.75
1075,315,171,2,706.58
1076,315,172,5,817.35
1077,315,16,2,88.16
1078,315,17,3,759.61
1079,316,45,4,361.72
1080,317,71,5,887.25
1081,318,177,4,955.88
1082,318,130,2,229.30
1083,319,192,1,258.45
1084,319,1,3,272.55
1085,319,80,4,127.51
1086,319,71,5,887.25
1087,319,144,1,647.03
1088,319,90,5,660.94
1089,320,23,1,180.47
1090,320,30,2,366.76
1091,320,24,3,890.67
1092,320,47,5,202.59
1093,321,6,3,985.41
1094,321,197,4,957.02
1095,321,44,1,743.50
1096,321,3,2,381.58
1097,321,56,3,689.90
1098,321,164,2,513.25
1099,322,194,3,366.69
1100,322,189,2,188.08
1101,322,34,3,655.06
1102,322,80,2,127.51
1103,322,14,5,350.34
1104,322,98,3,619.94
1105,323,58,2,372.92
1106,323,49,3,863.76
1107,323,70,3,406.76
1108,323,52,4,965.66
1109,324,24,5,890.67
1110,324,126,3,554.16
1111,324,91,3,403.88
1112,325,134,5,46.28
1113,325,116,4,719.69
1114,325,162,2,559.35
1115,325,176,5,125.10
1116,325,44,5,743.50
1117,325,10,2,35.47
1118,326,112,3,521.69
1119,326,89,5,589.26
1120,326,166,5,270.45
1121,326,175,3,488.78
1122,326,74,1,55.50
1123,326,54,5,696.58
1124,327,67,4,271.47
1125,327,56,3,689.90
1126,328,30,5,366.76
1127,329,162,3,559.35
1128,329,48,3,872.13
1129,329,122,5,888.10
1130,329,36,4,382.70
1131,329,120,5,767.61
1132,329,151,1,688.73
1133,330,180,3,738.06
1134,330,27,1,447.29
1135,330,162,2,559.35
1136,331,122,1,888.10
1137,331,86,2,614.73
1138,331,87,3,759.57
1139,331,166,3,270.45
1140,332,120,2,767.61
1141,332,140,1,980.77
1142,333,158,4,15.40
1143,333,117,4,823.39
1144,333,152,4,140.88
1145,333,148,2,188.23
1146,334,186,3,18.32
1147,334,96,4,673.54
1148,334,154,4,662.79
1149,335,11,5,403.48
1150,335,60,1,386.44
